source	target	freq
الزنوزي	al-Zanūzī	1
الزنيفي	al-Zinīfī	1
ملكهم	malikihim	1
ملكن	malikan	1
ملكيتها	milkīyatihā	1
ملهب	Malhab	1
ملهمة	mulhimat	1
ملهماً	mulhiman	1
الزنزلخت	al-zanzalakht	1
ملهاڤ	Malhāv	1
ملكيكرب	Mulkaykirb	1
اعواني	Aʻwānī	1
ملهاق	Milhāq	1
ملهاة	malhāh	1
ملنر	Milnir	1
الزنغرية	al-Zangharīyah	1
ملكثا	Malikthā	1
الزنّاد	al-Zannād	1
Nagy	Nagy	1
ملقي	Malāqī	1
ملقى	Mulqá	1
ملقب	mulaqqab	1
ملفّ	Milaff	1
Nahjulbalāgha	Nahjulbalāgha	1
ملفقة	mulaffaqah	1
Nahrín	Nahrín	1
Najaf	Najaf	1
Nagib	Nagib	1
ملكات	malikāt	1
Nadia	Nadia	1
الوظيف	al-waẓīf	1
Nadā	Nadā	1
ملكاً	malikan	1
Naeem	Naeem	1
الزهدى	Zühdi	1
Nafiʼ	Nafiʼ	1
ملحاني	Milḥānī	1
ملحات	mulḥāt	1
مل	Mill	1
الزوجال	al-Zūjāl	1
مكيوي	Makkīwī	1
مكيه	Makkīyah	1
ON	ON	1
مكياڤيللية	Mikiyāvīllīyah	1
مكيال	Mikyāl	1
الزوجي	al-zawjī	1
ONG	ONG	1
مكونة	mukawwanah	1
مكوناتها	mukawwinātuhā	1
ملoن	Milon	1
OMC	OMC	1
OPERA	OPERA	1
OEUVRES	OEUVRES	1
ملابس	malābis	1
ملائمة	mulāʼimah	1
الزوايدي	al-Zawāyidī	1
اعنى	aʻnī	1
الانجيلى	al-Injīlī	1
OFF	OFF	1
ملاءمته	mulāʼamatihi	1
ملاء	Mallāʼ	1
الانجليزي-العربي	Injilīzī-ʻArabī	1
مكون	mukawwin	1
الانخابات	al-Intikhābāt	1
مكسيكية	Maksīkīyah	1
مكلاكلن	Maklāklan	1
مكلا	Mukallā	1
مكعبي	Makʻabī	1
مكعبات	mukaʻʻabāt	1
مكعب	Mukaʻʻab	1
مكشاف	Mikshāf	1
Old	Old	1
مكسيكو	Miksīkū	1
مكلف	mukallaf	1
الزورق	al-Zawraq	1
مكسور	maksūr	1
مكسرة	mukassarah	1
مكسرات	mikassrāt	1
مكلاوية	Mukallāwīyah	1
مكلفة	mukallafah	1
Obaidat	Obaidat	1
الانجليز	al-Injlīz	1
October	October	1
مكنون	maknūn	1
مكنوزي	Maknūzī	1
Odeh	Odeh	1
Off	Off	1
Okasha	Okasha	1
مكملين	Mikammilīn	1
مكملي	Mukammilī	1
Nuṣayrāt	Nuṣayrāt	1
Nukat	Nukat	1
Noufal	Noufal	1
ملتزمه	multazimihi	1
Norte	Norte	1
Norwegian	Norwegian	1
Non-oil	Non-oil	1
ملت	Millat	1
ملايين	malāyīn	1
الزواجي	al-zawājī	1
ملايا	Malāyā	1
الزواد	al-Zawwād	1
ملامسات	mulāmasāt	1
ملاحظه	Mulāḥaẓah	1
الوعاة	al-wuʻāh	1
الزهيلي	al-Zuhaylī	1
ملثمون	Mulaththamūn	1
ملثم	Mulaththam	1
اعوامهم	aʻwāmihim	1
ملتهبة	multahibah	1
الزهيمي	al-Zahīmī	1
Nizar	Nizar	1
Nizwa	Nizwa	1
الانحناء	al-inḥināʼ	1
ملتقطات	multaqaṭāt	1
الزواوة	al-Zawāwah	1
الانحرافي	al-inḥirāfī	1
ملازكردي	Malāzkirdī	1
ملازادة	Mullāzādah	1
ملازئي	Malāzaʼī	1
ملاذي	Malādhī	1
ملاذات	Malādhāt	1
الزواهي	al-zawāhī	1
Novembre	Novembre	1
الانحصار	al-inḥisār	1
الوعري	al-Waʻrī	1
Nuba	Nuba	1
ملاحقها	malāḥiqahā	1
Nuhra	Nuhra	1
November	November	1
ملاطف	Mulāṭif	1
ملامحك	malāmiḥaki	1
Nouha	Nouha	1
Nouveau	Nouveau	1
ملامتية	Malāmatīh	1
ملال	Milāl	1
ملاكوف	Malākūf	1
ملاكا	malākan	1
Nouvelle	Nouvelle	1
النباء	al-Nabaʼ	1
ملاعيب	Malāʻīb	1
الزراعيية	al-Zirāʻīyah	1
الزراعية-نادك	al-Zirāʻīyah-Nādik	1
موشه	Moses	1
Justinien	Justinien	1
موصسل	Muwaṣsil	1
موصدة	mūṣadah	1
الاه	Allāh	1
موشكي	Mūshikī	1
الاهازيج	al-Ahāzīj	1
موشحن	Muwashshaḥan	1
موشحات	Muwashshaḥāt	1
موش	Mūsh	1
الرومنطقية	al-Rūmanṭiqīyah	1
Jāsir	Jāsir	1
موسيقي	mūsīqī	1
Justice	Justice	1
موصلية	Mawṣilīyah	1
Jāʼizat	Jāʼizat	1
Jumah	Jumah	1
Juman	Juman	1
النبهانية	al-Nabhāniyah	1
Jureidini	Jureidini	1
موضعه	mawḍiʻihi	1
موصوفة	mawṣūfah	1
الأجزاجي	al-Ajzājī	1
موضحا	muwaḍḍaḥan	1
الرومانسيين	al-rūmānsīyīn	1
موصى	mūṣá	1
اغناس	Ignác	1
Kanj	Kanj	1
Karamma	karamma	1
موسويان	Mūsawiyān	1
Kareem	Kareem	1
موسوىان	Mūsaviyān	1
الرويحي	al-Ruwayḥī	1
Kashif	Kashif	1
موسومة	mawsūmah	1
موسوم	mawsūm	1
موسولينو	Mūsūlīnū	1
موسولة	Mawsūʻat	1
الرومنطيقية	al-Rūmanṭīqīyah	1
KHÉDIVIALE	KHÉDIVIALE	1
KPMG	KPMG	1
الانگليزية	al-Inglīzīyah	1
الرومية	al-Rūmānīyah	1
الانيق	al-anīq	1
Kacimi	Kacimi	1
Kader	Kader	1
الرونة	al-Rawnah	1
الروي	al-rawī	1
الرويتع	al-Ruwaytiʻ	1
موضوعاتها	mawḍūʻātihā	1
مول	mawl	1
موقذ	Mūqidh	1
الوسوم	al-Wusūm	1
موقظة	Mūqiẓat	1
الوسيت	al-Wasīṭ	1
موقد	mawqid	1
موقعنا	mawqiʻinā	1
موقتة	mawqūtah	1
Jirjees	Jirjees	1
موق	mūq	1
موفى	muwaffá	1
Job	Job	1
موقعة	mawqiʻat	1
موكري	Mukrî	1
موكليه	muwakkilīh	1
موكلير	Mūklīr	1
Je	Je	1
موقعها	mawqiʻuhā	1
موكادور-السويرة	Mūkādūr-al-Suwayrah	1
الاهل	al-ahl	1
موقفيهما	mawqifahimā	1
الروسية-الفلسطينية	al-Rūsīyah-al-Filasṭīnīyah	1
الروصيرص	al-Rūṣayriṣ	1
Johann	Johann	1
الاهدلي	al-Ahdalī	1
Julian	Julian	1
الروليت	al-rūlīt	1
موطا	Muwaṭṭaʼ	1
Josepho	Josepho	1
José	José	1
موضوعيية	mawḍūʻīyah	1
Journalism	Journalism	1
موطنهم	mawṭinuhum	1
Journalistic	Journalistic	1
موضوعه	mawḍūʻihi	1
موضوعاً	mawḍūʻan	1
موطنه	mawṭinuhu	1
الرولي	al-Rūlī	1
موعود	Mawʻūd	1
الاهتمامات	al-Ihtimāmāt	1
موفد	Mufad	1
الروضه	al-Rawḍah	1
موف	mūfin	1
الروق	al-Rūq	1
موعدها	mawʻidahā	1
موظف	muwaẓẓaf	1
Kassas	Kassas	1
الرويسان	al-Ruwaysān	1
مودني	Mūdinī	1
الانماعية	al-Inmāʻīyah	1
Kitab	Kitab	1
الانماط	al-anmāṭ	1
مودا	Mūdā	1
مود	Mūd	1
Kitâb	Kitâb	1
الرياس	al-Rayyās	1
الانمانية	al-Inmāʼīyah	1
موحند	Mūḥnad	1
مورتيل	Mūrtīl	1
مورلون	Mūrlūn	1
مورفولوجية	mūrfūlūjīyah	1
مورفولوجيا	mūrfūlūjiyā	1
مورعي	Mawraʻī	1
موردها	mawriduhā	1
Kinanatul	Kinanatul	1
مورتمر	Mortimer	1
موديبا	Mūdībā	1
مورتاني	Mūritāniya	1
الانهاء	al-inhāʼ	1
موران	Mūrān	1
الانموذج	al-Unmūdhaj	1
موذني	Mūdhanī	1
موديلات	mūdīlāt	1
موحشة	mūḥishah	1
الوسيقية	al-mūsīqīyah	1
النبهانبي	al-Nabḥānī	1
الرياض-نوفمبر	al-Riyāḍ-Nufambir	1
Konrad-Adenauer-stiftung	Konrad-Adenauer-Stiftung	1
موجاني	Mūjānī	1
موجانى	Mūjānī	1
الوشاحين	al-wishāḥayn	1
Koran	Koran	1
الانكليزالسكسونيين	al-Inklīz-al-Saksonīyīn	1
الانمائي	al-inmāʼī	1
موحدية	muwaḥḥadīyah	1
Kmar	Kmar	1
موحدي	Muwaḥḥidī	1
موحدون	Muwaḥḥidūn	1
Klaus	Klaus	1
Kommission	Kommission	1
موجّه	muwajjih	1
موجعة	mūjiʻah	1
موجزتان	mūjazatān	1
Khozai	Khozai	1
الانهار-السواقي-الدول	al-Anhār-al-Sawāqī-al-duwal	1
موسسى	Mūsá	1
موسكوفتش	Mūskūfitsh	1
الرويهب	al-Ruwayhib	1
موسقية	mūsiqīyah	1
Khaloutias	Khaloutias	1
موسع	mūwassaʻ	1
Khamesh	Khamesh	1
الرى	al-Rayy	1
موستارلى	mustārlī	1
موسة	Muʼassasat	1
Khamsah	Khamsah	1
الانوثة	al-anūthah	1
موسا	Mūsā	1
الانورية	al-Anūrīyah	1
اغناء	ighnāʼ	1
Khaimah	Khaimah	1
الرويضي	al-Ruwayḍī	1
Kchaou	Kchaou	1
Kempf	Kempf	1
Ketbi	Ketbi	1
الرويعي	al-Ruwayʻī	1
Khaldun	Khaldun	1
موسمية	mawsimīyah	1
موسمانو	Mūsmānū	1
الانوان	al-Unwān	1
موزون	mawzūn	1
Khouri	Khouri	1
موريتانيتان	Mūrītānīyatān	1
Khomeinian	Khomeinian	1
Khomeyni	Khomeyni	1
Khouloud	Khouloud	1
الرياحنة	al-Rayāḥinah	1
Kharrazi	Kharrazi	1
موريال	Mūriyāl	1
مورياك	Mūriyāk	1
موروثه	mawrūthihi	1
موروثنا	mawrūthinā	1
الانهر	al-anhur	1
Khir	Khir	1
Khimji	Khimji	1
موريسكية	Mūrīskīyah	1
موزفي	muwazzafī	1
موزعة	muwazzaʻah	1
موزع	mūwazziʻ	1
Khartuom	Khartuom	1
الرياء	al-riyāʼ	1
اغمض	Aghmiḍ	1
مورييس	Mūryīs	1
موريه-كوهين	Cohen	1
Khayal	Khayal	1
الوسيم	al-wasīm	1
موريل	Mūrīl	1
موريطانيا	Mūrīṭāniyā	1
موكيرياني	Mūkīryānī	1
الروساء	al-ruʼasāʼ	1
موج	Mawj	1
ميدتشي	Mīditshī	1
Isabelle	Isabelle	1
Iskendar	Iskendar	1
الاهوتية	al-Lāhūtīyah	1
الرواشده	al-Rawāshidah	1
ميديولوجية	mīdiyūlūjīyah	1
Islamique	Islamique	1
ميداني̄ة	maydāniȳah	1
ميديالوجي	mīdyālūjī	1
الرواضيه	al-Rawāḍiyah	1
ميرت	Mīrit	1
ميرز	Mīrza	1
ميردامادي	Mīrʹdāmādī	1
ميرتهي	Mīrtahī	1
ميرتلي	Mīrtulī	1
Irhabis	Irhabis	1
Is	Is	1
اغنيات	Ughniyāt	1
Irrigation	Irrigation	1
ميراك-فايسباخ	Mīrāk-Fāysbākh	1
Irtemah	Irtemah	1
الاهوتيه	al-Lāhūtīyah	1
الرواقصصي	al-riwāqiṣaṣī	1
ميخائل	Mīkhāʼil	1
ميجر	mījur	1
ميجانا	Mījānā	1
الروافيات	al-rūwāfīyāt	1
ميثولوجية	mīthūlūjīyah	1
الاهوت	al-Lāhūt	1
ميثهم	Maytham	1
الرواقي	al-rawāqī	1
ميثاقاً	mīthāqan	1
الرواندوزي	al-Rawāndūzī	1
Issues	Issues	1
ميثات	Mīthāt	1
Islamophobia	Islamophobia	1
ميخاۓيل	Mīkhāʼīl	1
Ismael	Ismael	1
Ismail	Ismail	1
الرواف	al-Rawwāf	1
ميدا	Mīdyā	1
ميد	Mīd	1
Israelʼs	Israelʼs	1
ميخالاك	Mīkhālāk	1
الوسطى́	al-Wusṭá	1
الاهوية	al-ahwiyah	1
Jburi	Jburi	1
Introducing	Introducing	1
الروائى	al-riwāʼī	1
Interim	Interim	1
الاوجاع	al-awjāʻ	1
Internews	Internews	1
Interpretation	Interpretation	1
Interviews	Interviews	1
الاوبك	al-Ūbik	1
ميسري	Maysarī	1
ميزوري	Mīzūrī	1
Investment	Investment	1
ميزران	Mīzrān	1
الاوبرا	al-Ūbirā	1
ميسكيلاني	Mīskīliyānī	1
ميزتن	mīzān	1
الرهينة	al-rahīnah	1
ميشون	Mīshūn	1
ميشع	Mīshaʻ	1
ميشان	li-Mīshāl	1
Instructions	Instructions	1
الروءيا	al-rūʼyā	1
الروءية	al-Ruʼyah	1
النبوانى	al-Nubuwānī	1
Intellectual	Intellectual	1
Intellectuals	Intellectuals	1
Iranʼs	Iranʼs	1
الروائيون	al-riwāʼīyūn	1
ميرغنى	Mīrghanī	1
ميرفي	Murphy	1
ميرية	mīrīyah	1
ميره	Mīrah	1
ميرميد	Mīrmīd	1
ميركل	Mīrakl	1
اغنية	Ughnīyah	1
ميرغي	Mīrghanī	1
الرواحنة	al-Rawāḥinah	1
الروابي	al-Rawābī	1
الاواني	al-Awānī	1
Iraq-Iran	Iraq-Iran	1
ميزاب	Mīzāb	1
الاوان	al-awān	1
Iraq-al-Muthanna	Iraq-al-Muthanna	1
ميريه	Méré	1
ميريندا	Mīrīndā	1
الوسطاء	al-wusaṭāʼ	1
ميريم	Mīryam	1
ميريلاند	Mīrīlānd	1
الرواتب	al-rawātib	1
الرواح	Al-Arwāḥ	1
Istanbul	Istanbul	1
ميتولوجيا	Mītūlūjiyā	1
الرواندي	al-Rāwandī	1
الروخ	al-Rūkh	1
مونتجومري	Mūntijūmrī	1
مونتانا	Mūntānā	1
مونتاج	Mūntāj	1
مونت	Mūnt	1
موناليزا	Mūnālīzā	1
Jamalu-deen	Jamalu-deen	1
مونترو	Mūntrū	1
Jamaluddin	Jamaluddin	1
الرودي	al-Rawadī	1
الروزانا	al-Rawzanā	1
مولينا	mūlīnā	1
موليم	Mūlīm	1
مونوغرافيا	mūnūghrāfiyā	1
مونوجراف	mūnūjrāf	1
مونتسكيو	Mūntiskyū	1
مونس	Mūnis	1
مونرو	Mūnrū	1
مونته	Mūntih	1
مونتغمري	Mūntighamirī	1
ميتشيکو	Mītshīkū	1
الوسوسة	al-Waswasah	1
الاهلى	al-Ahlī	1
الروزنامة	al-rūznāmah	1
Jassim	Jassim	1
مولاهم	mawlāhum	1
Jawad	Jawad	1
Jawf	Jawf	1
مولانة	Mawlānā	1
Jazeerah	Jazeerah	1
Jasem	Jasem	1
الروزدري	al-Rūzdarī	1
مولير	Mūlīyir	1
مولي	Mūlayi	1
Jamil	Jamil	1
Jan	Jan	1
January	January	1
موله	mawliduhu	1
مولطن	Muwāṭin	1
مولر	Mūllar	1
مولدا	mawlidan	1
مونولوج	Mūnūlūj	1
مونولوجات	mūnūlūjāt	1
مونولوجية	mūnūlūjīyah	1
مياديني	Mayādīnī	1
مياكايا	Miyākāyā	1
Izz	Izz	1
الروايه	al-riwāyah	1
الرواّد	al-Rūwād	1
Izzat	Izzat	1
ميار	Mayyār	1
ميادينها	mayādīnuhā	1
مياموي	Miyāmuwī	1
الروبابيكيا	al-rūbābīkiyā	1
الوسعيري	al-Wadghīrī	1
الروبية	al-Rūbīah	1
JMS	JMS	1
Ix	IX	1
الروايتين	al-Riwāyatayn	1
ميتروبوليت	Mītrūbūlīt	1
ميترو	Mītrū	1
اغنى	aghná	1
ميتافيزيقا	mītāfīzīqā	1
ميتافورا	Mītāfūrā	1
الوسطين	al-wasaṭayn	1
مياهه	miyāhih	1
It	It	1
Ittiḥād	Ittiḥād	1
JW	JW	1
Jaafer	Jaafer	1
Jabur	Jabur	1
الاهليلا	al-aḥlīyah	1
مويعة	mawsūʻah	1
الروحانيات	al-Rūḥānīyāt	1
مويسي	Mūwīsī	1
مويتي	Muwaytī	1
موهيلي	Mūhīlī	1
موهان	Mūhān	1
موهافي	Mūhāvī	1
الوسم	al-Wasm	1
مونيكا	Mūnīkā	1
الروحة	al-Rawḥah	1
الروحى	al-Rūḥī	1
موينع	Muwayniʻ	1
موپاسان	Mūpāssān	1
موگان	Mawgān	1
الاهمية	al-ahammīyah	1
Jabal	Jabal	1
مىنوى	Mīnuvī	1
مىزا	Mīzā	1
الاهليه	al-Ahlīyah	1
الاهليلجة	al-Ihlīljah	1
موثّقة	muwaththaqah	1
MYSTICA	MYSTICA	1
منيتك	munyataka	1
الزبري	al-Zubarī	1
MS-Info	MS-Info	1
MTM	MTM	1
MV	MV	1
منياني	Mēniatēs	1
منياري	Manyārī	1
MYSTIQUES	MYSTIQUES	1
النبش	al-nabsh	1
الانعكاسات	al-Inʻikāsāt	1
Mabrook	Mabrook	1
Maccabi	sanawāt	1
MOT	MOT	1
منيسة	mansīyah	1
MENA	MENA	1
النبض	al-nabḍ	1
METAPHYSICA	METAPHYSICA	1
MI	MI	1
الزبدة	al-Zubdah	1
MINISTRES	MINISTRES	1
الزبرجدة	al-zabarjadah	1
الزبرقان	al-Zibriqān	1
منيرفا	Minīrfā	1
MIS	MIS	1
منوچهري	Manūchihrī	1
MEMBRE	MEMBRE	1
Madrasah	Madrasah	1
اغتصبن	ightuṣibna	1
منهواته	munhawātih	1
منهن	minhunna	1
Mafahim	Mafahim	1
منواله	minwālihi	1
منهجين	manhajayn	1
منهجيتها	manhajīyatuhā	1
الانعطافات	al-inʻiṭāfāt	1
Magic	Magic	1
Magnes	Magnes	1
Macdonald	Macdonald	1
الزبيب	al-zabīb	1
الزبونية	al-Zabūnīyah	1
Machraʻ	Machraʻ	1
منوفى	Manūfī	1
منوفلي	Manūflī	1
الزبيان	al-Zubyān	1
منوفتي	Manūfī	1
منوعات	Munawwaʻāt	1
Madnḥā	Madnḥā	1
منوط	manūṭ	1
منورسكي	Minorsky	1
Madanī	Madanī	1
الزبيدى	al-Zabīdī	1
Lʼinquisition	Lʼinquisition	1
Lʼhistoire	Lʼhistoire	1
مهج	Muhaj	1
الزاهري	al-Ẓāhirī	1
مهتدي	Muhtadī	1
اغتيل	ughtīla	1
مهبط	mahbiṭ	1
الأجمة	al-Ajamah	1
Lʼédition	Lʼédition	1
مهامه	mahāmmih	1
الانغماس	al-inghimās	1
الانغام	al-anghām	1
مهجرة	muhajjarah	1
مهارش	Mahārish	1
مهدات	muhdāh	1
مهدرة	muhdarah	1
مهددة	muhaddidah	1
LÉGISLATIF	LÉGISLATIF	1
LʼASSYRIE	LʼASSYRIE	1
اغراب	Ighrāb	1
Lʼarbitrage	Lʼarbitrage	1
LʼAlhambra	LʼAlhambra	1
LʼEthiopie	LʼEthiopie	1
الزاهرات	al-zāhirāt	1
LʼINSTITUT	LʼINSTITUT	1
LʼOUVERTURE	LʼOUVERTURE	1
مهجورة	mahjūrah	1
مهارب	Mahārib	1
الزبانية	al-Zabānīyah	1
مه̣مد	Muhạmmad	1
الزبارة	al-Zubārah	1
الزباري	al-Zubārī	1
الزبالعة	al-zabāliʻah	1
منيوي	Mīnuvī	1
الزبالين	al-zabbālīn	1
منين	Manīn	1
الزبادي	al-Zabādī	1
MAS	MAS	1
منيلاوي	Minyalāwī	1
النبضة	al-nabḍah	1
منيفي	Munīfī	1
MAP	MAP	1
مهاة	Mahāt	1
Lʼéducation	Lʼéducation	1
مهاجع	Mahājiʻ	1
مهادن	Muhādin	1
مهادرات	Muhādarāt	1
مهاجمة	Muhājamat	1
مهاجل	Mahājil	1
مهاجرين	Mihājirīn	1
الزباخ	al-Zabbākh	1
النبط	al-Nabaṭ	1
الزايب	al-Shāyib	1
مهاجرهم	mahājirihim	1
الزايد	al-Zāyid	1
الزباء	al-Zabbāʼ	1
M-1431	M-1431	1
منهجيات	manhajīyāt	1
Mahafza	Mahafza	1
منظومتا	manẓūmatā	1
النبرة	al-nabrah	1
الوضع-٢٩٩١	al-waḍʻ-1992	1
منظومتي	manẓūmatī	1
منظومته	manẓūmatihi	1
منظومتان	manẓūmatān	1
الزخائر	al-Z̲akhāʼir	1
Manouba	Manouba	1
الزرادشتية	al-Zarādushtīyah	1
Manuel	Manuel	1
Manūbah	Manūbah	1
منظوماته	manẓūmātuhu	1
الوضاح	al-Waḍḍāḥ	1
منفتحة	munfatiḥah	1
منفضة	minfaḍat	1
منفصلين	munfaṣilayn	1
منفصلة	munfaṣilat	1
الوضاءة	al-waḍḍāʼah	1
Mamaʼs	Mamaʼs	1
منفرجة	munfarijah	1
منفتح	munfatiḥ	1
منفاه	manfāh	1
الانعام	al-Inʻām	1
منغو	Munghū	1
Man	Manpower	1
Manṣoûr	Manṣoûr	1
منظوم	Manẓūm	1
الانعزالي	al-inʻizālī	1
Marcus	Marcus	1
اغتالت	ightālat	1
منظار	minẓār	1
منطومتنا	Manẓūmatunā	1
الزراعي-الصناعة	al-zirāʻī-al-ṣināʻah	1
منطمة	Munaẓẓamat	1
منطلقتها	munṭalaqatuhā	1
منطلقاتها	munṭalaqātuhā	1
Maria	Maria	1
الزراعى	al-zirāʻī	1
منظوري	manẓūray	1
الزراع	al-Zarrāʻ	1
منظورات	manẓūrāt	1
Manṣūr	Manṣūr	1
Maps	Maps	1
الزراري	al-Zurārī	1
الانطوني	al-Anṭūnī	1
Maqṣūd	مقصود	1
منفعة	manfaʻat	1
الزحافات	al-ziḥāfāt	1
منفى	Manfà	1
Majed	Majed	1
منهاتن	manhātin	1
Maiysha	Maiysha	1
Makan	Makan	1
منليك	Minlīk	1
اغتصاب	ightiṣāb	1
Makdous	Makdous	1
الزجاجة	al-zujājah	1
Mairy	Mairy	1
منهجهم	manhajahum	1
منهجها	manhajuhā	1
الزبيرية	al-Zubayrīyah	1
منهجنا	Manhajunā	1
منهجة	manhajīyah	1
الوصيد	al-waṣīd	1
منهاجي	minhājī	1
الانعدام	al-inʻidām	1
Mahmud	Mahmud	1
منهال	Minhāl	1
منهاجية	minhājīyah	1
منكوتة	Mankūtah	1
الوصيفر	al-Wuṣayfar	1
منكم	minkum	1
Maktabat	Maktabat	1
منقري	Minqarī	1
Malak	Malak	1
منقحٱ	munaqqaḥan	1
Malek	Malek	1
الوضاء	al-waḍḍāʼ	1
منكلي	Manklī	1
Malpānā	Malpānā	1
الزحاف	al-Zaḥḥāf	1
منقاريوس	Manqariyūs	1
منق	Manq	1
منفي	manfī	1
منقظ	Munqidh	1
Making	Making	1
منكريها	munkirīhā	1
الزجر	al-Zajr	1
منكرى	munkirī	1
منكرة	munkarah	1
منكرات	munkarāt	1
منكبرتي	Mankubirtī	1
منك	minnak	1
منقولتان	manqūlatān	1
الزجرية	al-zajrīyah	1
منقولا	manqūlā	1
الزاهدة	al-Zāhidah	1
الانفال	al-anfāl	1
موثوقية	mawthūqīyat	1
مواضعه	mawāḍiʻihi	1
Laila	Laila	1
الوصائل	al-Waṣāʼil	1
Lakhdaria	Lakhdaria	1
مواصفات	muwāṣafāt	1
Langue	Langue	1
اغشت	Aghusht	1
Lankarānī	Lankarānī	1
Larbi	Larbi	1
الريدي	al-Rīdī	1
Lahore	Lahore	1
موازي	muwāzī	1
مواطنية	muwāṭinīyah	1
الوشنوي	al-Wushnūʼī	1
مواعيد	Mawāʻīd	1
LL	LL	1
LOGOS	LOGOS	1
مواعدة	Muwāʻdah	1
مواطنين	muwāṭinīn	1
مواطنون	Muwāṭinūn	1
Labidi	Labidi	1
مواطنها	mawāṭinuhā	1
الريحانى	al-rayḥānī	1
مواطنات	muwāṭināt	1
مواطنا	muwāṭinan	1
موازنتها	muwāzanatuhā	1
الانقسامات	al-inqisāmāt	1
مواجھة	muwājahat	1
مواجى	Mawājī	1
مواجهه	muwājahah	1
Lebanese	Lebanese	1
الريع	al-rīʻ	1
Lebanonʼs	Lebanonʼs	1
Lebnānāyā	Lebnānāyā	1
الريعة	al-rīʻah	1
Lawyers	Lawyers	1
الانقسامية	al-Inqisāmīyah	1
موازنته	muwāzanatuhu	1
مواردي	Māwardī	1
Lascelles	Lascelles	1
موازنات	Muwāzanāt	1
الريسونى	al-Raysūnī	1
موارده	mawāriduh	1
موادن	Mawādin	1
الوصاف	al-Waṣṣaf	1
Laws	Laws	1
الريسونية	al-Raysūnīyah	1
مواربات	muwārabāt	1
اغراضه	aghrāḍuhu	1
موبولي	Madbūlī	1
موبقات	mūbiqāt	1
موبايل	Mūbāyl	1
موباسان	Maupassant	1
موب	mūb	1
الانكلو	al-Ankalū	1
الانكفائي	al-inkifāʼī	1
اغلب	aghlab	1
Kuhail	Kuhail	1
الرياضيين	al-riyāḍiyyīn	1
Kurdistan	Kurdistan	1
موانيء	Mawānīʼ	1
مواني	mawānī	1
الريال	al-riyāl	1
Kurdish	Kurdish	1
موانح	Mawāniḥ	1
موثوق	mawthūq	1
Kotb	Kotb	1
الوشعث	al-Ashʻath	1
موتي	mawtī	1
موتها	mawtihā	1
موتا	mawt	1
النبهاء	al-nubahāʼ	1
موتمر	Muʼtamar	1
موتسارت	Mūtsārt	1
الريالات	al-Rīyālāt	1
موانئ	Mawāniʼ	1
Kuwaiti-Japanese	Kuwaiti-Japanese	1
الريب	al-rayb	1
مواقفنا	mawāqifunā	1
Kurmancî	Kurmancî	1
Kurumu	Kurumu	1
مواقعها	mawāqiʻihā	1
مواقدنا	mawāqidinā	1
الوشمى	al-Washmī	1
مواق	Mawwāq	1
موافّق	Muwaffaq	1
موافقتها	muwāfaqatihā	1
الانقلابي	al-inqilābī	1
اغلاق	Ighlāq	1
مواقفهم	mawāqifihim	1
موالينا	mawālīnā	1
موالاة	muwālāt	1
مواليدهم	mawālīduhum	1
النبلسي	al-Nabulusī	1
موالد	mawālid	1
موالات	muwālāt	1
Kurdî-Erebî	Kurdî-Erebî	1
مواكبة	muwākabat	1
الانكار	al-inkār	1
مواقيت	mawāqīt	1
Legality	Legality	1
مهزومة	Mahzūmah	1
Local	Local	1
مهفلح	Muhfliḥ	1
مهغوط	Māghūṭ	1
الزاخرة	al-zākhirah	1
الزاتية	al-dhātīyah	1
مهزلة	mahzalah	1
الوصاية	al-waṣāyah	1
مهرية	Muhrīyah	1
مهلاى	Melay	1
الزاب	al-Zāb	1
مهرى	Mahrī	1
الزائرىن	al-Zāʼirīn	1
Linguae	Linguae	1
مهمتي	Muhammatī	1
Literature	Literature	1
مهمانهاى	Mahmānhā-yi	1
مهلكاً	muhlikan	1
Liturgie	Liturgie	1
الزائرين	al-zāʼirīn	1
Living	Living	1
مهرواني	Mihrawānī	1
Louis	Louis	1
مهدّت	mahhadat	1
Lounza	Lounza	1
الأجلاء	al-ajillāʼ	1
مهذبي	Muhadhdhabī	1
Lundi	Lundi	1
Luther	Luther	1
Lori	Lori	1
الزام	Ilzām	1
مهرجانية	mihrajānīyah	1
الزاق	al-Razzāq	1
مهرجانه	mihrajānihi	1
الزارعي	al-Zāriʻī	1
الزاغ	al-zāgh	1
مهرج	Muharrij	1
الوصب	al-Waṣab	1
مهربو	Muharribū	1
مهربة	muharrabah	1
الزاقوت	al-Zāqūt	1
الانفرادية	al-infirādīyah	1
Londres	Londres	1
مهملة	muhmalah	1
مهيرات	Muhayrāt	1
مو	mū	1
مهڵبهندى	Mełbendî	1
الانقاح	al-Inqāḥ	1
مهيف	Muhīf	1
